Name,Office,Address,Telephone,,,,,
FREEMAN & CO,HO,Freeman HouseM2 3WQ,0161 236 7007,,enquiries@freemanco.lawlite.net, 0161 236 0440,,292070
FREEMANS SOLICITORS,HO,35 Duke StreetW1U 1LH,020 7935 3522,,hf@freemanssolicitors.net, 020 7535 1335,: http://www.freemanssolicitors.net,173314
FRESHFIELDS BRUCKHAUS DERINGER LLP,HO,65 Fleet StreetEC4Y 1HS,0207 936 4000,,operations@sra.org.uk, 0207 936 4001,: http://www.freshfields.com,484861
FRISBY SOLICITORS LIMITED,HO,26 Eastgate StreetST16 2LZ,01785 244114,,enquiries@frisbysolicitors.co.uk, 01785 251508,: http://www.frisbysolicitors.co.uk,426948
FRISBY SOLICITORS LIMITED,BRN,28 Eastgate StreetST16 2LZ,01785 244114,,operations@sra.org.uk, 01785 251508,: http://www.frisbysolicitors.co.uk,493644
FRISBY SOLICITORS LIMITED,BRN,9 Carmelite StreetEC4Y 0DR,0207 936 6399,,operations@sra.org.uk, 0207 7936 6301,: http://www.frisbysolicitors.co.uk,495037
FUJIOKA COMPANY LIMITED,HO,Level 4EC2V 5DE,020 7614 5806,,fujioka@fujiokalaw.co.uk,,,511000
G E HEATHCOTE LIMITED,HO,C/O Cartwright KingNG1 2LJ,0115 958 7444,,ck@cartwrightking.co.uk, 0115 958 8666,: http://www.cartwrightking.co.uk,486883
GALBRAITH BRANLEY,HO,736 High RoadN12 9QD,020 8446 8474,,solicitors@galbraithbranley.com, 020 8446 4254,: http://www.galbraithbranley.com,47724
GANI & CO SOLICITORS,HO,496 Brixton RoadSW9 8EQ,020 7733 8169,,zarina@ganisolicitors.com, 020 7924 0524,: http://www.ganisolicitors.com,305519
GANS & CO SOLICITORS LLP,BRN,10ASE8 5AD,0208 691 4464,,info@ganssolicitors.com, 0208 469 8282,: http://www.ganssolicitors.com,489599
GARSTANGS,HO,Bradshawgate ChambersBL1 1DU,01204 531118,,info@garstangs.co.uk, 01204 392582,: http://www.garstangs.co.uk,69966
GARSTANGS,BRN,227-228 StrandWC2R 1BA,020 7427 5678,,admin@garstangs.com, 020 7427 5679,: http://www.garstangs.co.uk,69968
GB LAW,HO,4B Mascalls LaneCM14 5LR,01277 231 177,,info@gblawyers.co.uk, 01277 226521,: http://www.gblawyers.co.uk,470140
GEOFFREY FORRESTER & CO,HO,4 Grange Road WestNE32 3JA,0191 420 0820,,forresters@forrester-solicitors.co.uk, 0191 420 0821,,48445
GEORGE GREEN LLP,HO,195 High StreetB64 5HW,01384 410410,,gg@georgegreen.co.uk, 01384 634237,: http://www.georgegreen.co.uk,462166
GEORGE GREEN TRUSTEES LIMITED,HO,195 High StreetB64 5HW,01384 410 410,,adowler@georgegreen.co.uk, 01384 634 237,,522338
GIBSON DUNN & CRUTCHER LLP,HO,Telephone HouseEC4Y 0HB,0207 071 4000,,operations@sra.org.uk, 020 7071 4244,: http://www.gibsondunn.com,324652
GLADSTONE SOLICITORS,HO,22 Market PlaceNG5 6ND,0115 955 5050,,info@gladstonesolicitors.co.uk, 0115 955 5058,: http://www.gladstonesolicitors.co.uk,423160
GLADSTONE SOLICITORS,BRN,13 Charnwood StreetDE1 2GT,01332 203 403,,info@gladstonesolicitors.co.uk, 01332 203 686,: http://www.gladstonesolicitors.co.uk,426941
GLADSTONE SOLICITORS,BRN,8 Albert StreetNG24 4BJ,01636 640 641,,operations@sra.org.uk, 01636 640 642,,515227
GLAISYERS,HO,10 Rowchester CourtB4 6DZ,0121 233 2971,,advice@glaisyers.co.uk, 0121 236 1534,: http://www.glaisyers.co.uk,47963
GOLDKORNS,BRN,62 Camberwell RoadSE5 0EN,020 7703 2241,,operations@sra.org.uk, 020 7703 2241,,522367
GOODALL BARNETT JAMES,BRN,7a High StreetRH6 7BE,01293 414448,,hastings@gbj-crime.co.uk, 01293 414449,: http://www.gbjcriminalsolicitors.com,309413
GOODWIN STEVENS SOLICITORS,HO,5 Carlton StreetHX1 2AL,01422 300101,,sols@goodwinstevens.co.uk, 01422 300303,,310038
GOPAL GUPTA SOLICITORS,HO,99 High StreetNW10 4TS,0208 838 0008,,gopalgupta@london.com, 0208 838 5544,,485557
GORDON YOUNG SOLICITORS LIMITED,HO,Midland HouseLU1 2DW,01582 405577,,operations@sra.org.uk, 01582 452967,,469277
GORDON YOUNG SOLICITORS LIMITED,BRN,Purley HouseAL6 9SU,01582 405577,,operations@sra.org.uk, 01582 452967,,469283
GOTELEE & GOLDSMITH,HO,31-41 Elm StreetIP1 2AY,01473 211121,,brian.scott@gotelee.co.uk, 01473 230387,: http://www.gotelee.co.uk,50012
GOTELEE & GOLDSMITH,BRN,6 Church StreetIP7 5DU,01473 822102,,info@gotelee.co.uk, 01473 827832,: http://www.gotelee.co.uk,50013
GRAHAME STOWE BATESON,HO,7 Portland StreetLS1 3DR,0113 246 8163,,leeds@gsbsolicitors.com, 0113 242 6682,: http://www.grahame-stowe-bateson.co.uk,55988
GRAHAME STOWE BATESON,BRN,311-313 Upper Town StreetLS13 3JT,0113 255 8666,,Bramley@Grahamestowebateson.co.uk, 0113 255 9851,,55990
GRAHAME STOWE BATESON,BRN,87 Middleton Park RoadLS10 4LS,0113 276 0044,,gsbmiddletonpark@btconnect.com, 0113 277 4744,,55992
GRAHAME STOWE BATESON,BRN,10-14 Stonegate RoadLS6 4HY,0113 274 4611,,meanwood@gsbsolicitors.com, 0113 230 4633,: http://www.gsbsolicitors.com,55994
GRAHAME STOWE BATESON,BRN,Raglan ChambersHG1 1LT,01423 562121,,operations@sra.org.uk, 01423 505669,,387945
GRAHAME STOWE BATESON,BRN,97 Middleton Park RoadLS10 4LS,0113 276 0044,,gsbmiddletonpark@btconnect.com, 0113 277 3933,: http://www.gsbsolicitors.com,489282
GRAHAME STOWE BATESON,BRN,184 Harrogate RoadLS7 4NZ,0113 274 5239,,meanwood@gsbsolicitors.com, 0113 269 1199,: http://www.gsbsolicitors.com,495415
GRAYSON WILLIS BENNETT,HO,7 North Church StreetS1 1TD,0114 2909 500,,help@gwbsol.co.uk, 0114 2909 501,: http://www.gwbsol.co.uk,302141
GRAYSON WILLIS BENNETT,BRN,Equity ChambersS60 1NG,01709 720287,,help@gwbsol.co.uk, 01709 375438,: http://www.gwbsol.co.uk,497416
GREAT WESTERN SOLICITORS,HO,10 Commercial RoadSN1 5NF,01793 436 007,,info@greatwesternsolicitors.co.uk, 01793 436 003,: http://www.greatwesternsolicitors.co.uk,385895
GREENE & GREENE,HO,80 Guildhall StreetIP33 1QB,01284 762211,,mail@greene-greene.com, 01284 717499,: http://www.greene-greene.com,50190
GREENWOODS,BRN,First FloorM2 3BB,0161 228 3622,,advice@greenwoods-solicitors.com, 0161 242 7839,: http://www.greenwoods-solicitors.com,471025
GREENWOODS,BRN,77 Gracechurch StreetEC3V 0AS,0208 220 7818,,advice@greenwoods-solicitors.com, 0207 469 6289,: http://www.greenwoods-solicitors.com,508776
GROVE TOMPKINS BOSWORTH,HO,54 Newhall StreetB3 3QG,0121 236 8091,,law@gtb-solicitors.com, 0121 236 5169,,70962
GRUBER GARRATT INCORPORATING VININGS,HO,King Street BuildingsOL8 1DH,0161 665 3502,,info@grubergarratt.co.uk, 0161 665 4060,: http://www.grubergarratt.co.uk,50315
GRUBER GARRATT INCORPORATING VININGS,BRN,61-63 Old StreetOL6 6BD,0161 344 2244,,info@grubergarratt.co.uk, 0161 308 5139,: http://www.grubergarratt.co.uk,50316
GRUBER GARRATT INCORPORATING VININGS,BRN,Cheethams HouseSK15 2AB,0161 303 2328,,info@grubergarratt.co.uk, 0161 338 4201,: http://www.grubergarratt.co.uk,50317
GRUBER GARRATT INCORPORATING VININGS,BRN,108-110 Water StreetM26 4GR,0161 724 0203,,info@grubergarratt.co.uk, 0161 724 9552,: http://www.grubergarratt.co.uk,50318
GRUBER GARRATT INCORPORATING VININGS,BRN,7 Barton RoadM28 2PD,0161 794 7479,,info@grubergarratt.co.uk, 0161 728 5198,: http://www.grubergarratt.co.uk,370855
GT STEWART SOLICITORS,HO,28 Grove ValeSE22 8EF,020 8299 6000,,info@gtstewart.co.uk, 020 8299 6009,: http://www.gtstewart.co.uk,387341
GT STEWART SOLICITORS,BRN,15 Bell Yard MewsSE1 3TY,020 7089 0600,,info@gtstewart.co.uk, 020 7378 0455,: http://www.gtstewart.co.uk,508517
GT STEWART SOLICITORS,BRN,42 Tower Bridge RoadSE1 4TR,0207 394 7488,,info@gtstewart.co.uk, 0207 394 7407,: http://www.gtstewart.co.uk,515695
GUISE,HO,1 Alie StreetE1 8DE,020 7264 0350,,info@guisesolicitors.co.uk, 020 7264 0351,: http://www.guisesolicitors.co.uk,384268
H S C O SOLICITORS,HO,1-7 Victoria StreetAL1 3JG,01727 738538,,crime@hscosolicitors.co.uk, 01727 738539,,366749
H S KANG & CO,HO,13a Station ParadeIG11 8ED,020 8594 5465,,hskang_co@hotmail.com, 020 8594 5475,: http://www.hskang.co.uk,231704
H.K.H KENWRIGHT & COX,HO,Mountview HouseIG1 1QB,020 8553 9600,,admin@hkhsol.com, 020 8553 9995,,220651
HALLIWELLS LLP,HO,3 Hardman SquareM3 3EB,0844 875 8000,,operations@sra.org.uk, 0844 875 8001,: http://www.halliwells.com,402773
HALLIWELLS LLP,BRN,City PlazaS1 2GU,0114 229 8000,,operations@sra.org.uk, 0114 229 8001,,402775
HALLIWELLS LLP,BRN,1 Threadneedle StreetEC2R 8AW,0870 365 8000,,operations@sra.org.uk, 0870 365 8001,,402776
HALLIWELLS LLP,BRN,100 Old Hall StreetL3 9TD,0151 237 7777,,operations@sra.org.uk, 0150 237 7676,,408409
HAMER CHILDS,HO,58 The TythingWR1 1JT,01905 724565,,info@hamerchilds.demon.co.uk, 01905 21002,,72835
HAMLINS LLP,HO,Roxburghe HouseW1B 2AD,020 7355 6000,,operations@sra.org.uk, 020 7518 9100,: http://www.hamlins.co.uk,440628
HAMMONDS,HO,2 Park LaneLS3 1ES,0870 839 0000,,operations@sra.org.uk, 0113 284 7001,: http://www.hammonds.com,327160
HAMMONDS,BRN,7 Devonshire SquareEC2M 4YH,0870 839 0000,,operations@sra.org.uk, 020 7655 1001,: http://www.hammonds.com,327164
HAMMONDS,BRN,Trinity CourtM60 8HS,0870 839 0000,,operations@sra.org.uk, 0161 830 5001,: http://www.hammonds.com,327165
HAMMONDS,BRN,Rutland HouseB3 2JR,0870 839 0000,,operations@sra.org.uk, 0121 200 1991,: http://www.hammonds.com,327176
HAMMONDS LLP,HO,7 Devonshire SquareEC2M 4YH,0870 839 0000,,enquiries@hammonds.com, 0870 839 1001,: http://www.hammonds.com,485150
HAMMONDS LLP,BRN,2 Park LaneLS3 1ES,0870 839 0000,,enquiries@hammonds.com, 0870 839 7001,: http://www.hammonds.com,486749
HAMMONDS LLP,BRN,Trinity CourtM60 8HS,0870 839 0000,,enquiries@hammonds.com, 0870 839 5001,: http://www.hammonds.com,486750
HAMMONDS LLP,BRN,Rutland HouseB3 2JR,,,enquiries@hammonds.com,,: http://www.hammonds.com,486752
HAMNETT OSBORNE TISSHAW,HO,3 Hazelgrove RoadRH16 3PH,01444 443 030,,info@hotsol.co.uk, 01444 443 553,: http://www.hotsol.co.uk,280504
HANDLEY BROWN LLP,HO,6 Bluebell WayPR2 5PY,01772 652255,,reception@handleybrown.com, 01772 653128,: http://www.handleybrown.com,450949
HANDLEY LAW LIMITED,HO,Signature HouseL35 4LD,0151 430 2928,,vhandley@handleylaw.co.uk, 0151 431 0515,: http://www.handleylaw.co.uk,523293
HARAZI,HO,Unit 14  Eurolink Business CenSW2 1BZ,020 7733 4099/4165,,legal-harazi@tiscali.co.uk, 020 7733 4165,,50620
HARBANS SINGH & CO,HO,366-372 Soho RoadB21 9QL,0121 551 4496,,hs@harbans-singh.co.uk, 0121 523 2271,: http://www.hssolicitors.com,70486
HARBANS SINGH & CO,BRN,17 Church StreetB69 3AD,0121 773 0550,,operations@sra.org.uk, 0121 771 1339,,209591
HARBANS SINGH & CO,BRN,3 George StreetWV2 4DG,01902 424213,,operations@sra.org.uk,,,464005
HARCUS SINCLAIR,HO,3 Lincoln's Inn FieldsWC2A 3AA,020 7242 9700,,mail@harcus-sinclair.co.uk, 020 7539 4701,: http://www.harcus-sinclair.co.uk,360773
HARLAND & CO SOLICITORS LIMITED,HO,18 St. SaviourgateYO1 8NS,01904 655555,,simonc@harland-co.co.uk, 01904 611162,: http://www.harland-co.co.uk,485289
HARRINGTONS SOLICITORS LIMITED,HO,83 Ditchling RoadBN1 4SD,01273 606069,,joseph@harringtons-solicitors.co.uk, 01273 697166,,491042
HARRIS COOPER WALSH LLP,HO,691-693 Warwick RoadB91 3DA,0121 703 2600,,reception@harriscooperwalsh.co.uk, 0121 705 0202,: http://www.harriscooperwalsh.com,426787
HARRIS PALEY SCHONE LIMITED,HO,9 St. Georges PlaceBN1 4GB,01273 600009,,law@hps-law.co.uk, 01273 600008,,403085
HARROW LAW PARTNERSHIP,HO,Marlborough HouseHA3 5DX,020 8863 7888,,office@harrowlaw.fsnet.co.uk, 020 8861 2033,,304120
HARROW SOLICITORS & ADVOCATES,HO,5 Masons AvenueHA3 5AH,020 8863 0788,,info@harrowsolicitors.org, 0208 420 9998,: http://www.harrowsolicitors.org,50354
HARRY BOODHOO & CO,HO,21 Copson StreetM20 3HE,0161 445 0588,,CLERKS@harryboodhoo.co.uk, 0161 445 4949,: http://www.harryboodhoo.co.uk,66958
HARTERS,HO,398 Caledonian RoadN1 1DN,020 7607 5768,,info@harters.co.uk, 020 7700 5695,: http://www.harters.co.uk,385549
HARTNELLS,HO,2 Camberwell Church StreetSE5 8QU,020 7703 9222,,office@hartnells.com, 020 7701 2219,,75021
HARTNELLS,BRN,21-22 Camberwell GreenSE5 7AA,020 7703 1364,,post@thomas.law.co.uk, 020 7703 4670,: http://www.thomas.law.co.uk,447013
HATCHERS SOLICITORS LLP,HO,25 Castle StreetSY1 1DA,01743 248545,,mail@hatchers.co.uk, 01743 242979,: http://www.hatchers.co.uk,484844
HATCHERS SOLICITORS LLP,BRN,Park HouseSY1 3AF,01743 452852,,mail@hatchers.co.uk, 01743 452 853,: http://www.hatchers.co.uk,484851
HATCHERS SOLICITORS LLP,BRN,25 St. Marys StreetSY13 1RZ,01948 663035,,mail@hatchers.co.uk, 01948 662300,: http://www.hatchers.co.uk,484853
HATTEN WYATT,HO,18-21 Wrotham RoadDA11 0PF,01474 351199,,advice@hatten-wyatt.com, 01474 334345,: http://www.hatten-wyatt.com,50875
HATTEN WYATT,BRN,51-54 Windmill StreetDA12 1BD,01474 351 199,,advice@hatten-wyatt.com, 01474 328 315,: http://www.hatten-wyatt.com,488618
HAY & KILNER,HO,Merchant HouseNE1 1EE,0191 232 8345,,lawyers@hay-kilner.co.uk, 0191 221 0514,: http://www.hay-kilner.co.uk,50921
HAY & KILNER,BRN,16 High Street WestNE28 8HU,0191 262 8231,,operations@sra.org.uk, 0191 234 0538,,50922
HBJ GATELEY WAREING LLP,HO,One Eleven Edmund StreetB3 2HJ,0121 234 0000,,name@hbj-gw.com, 0121 234 0001,: http://www.hbjgateleywareing.com,401265
HBJ GATELEY WAREING LLP,BRN,Knightsbridge HouseLE1 5NL,0116 285 9000,,operations@sra.org.uk, 0116 285 9001,,401266
HBJ GATELEY WAREING LLP,BRN,City Gate EastNG1 5FS,0115 983 8200,,operations@sra.org.uk, 0115 983 8201,,401267
HBJ GATELEY WAREING LLP,BRN,Fleet Place HouseEC4M 7RF,020 7645 9000,,operations@sra.org.uk, 020 7645 9001,,463790
HC LAW LLP,HO,8 Northumberland SquareNE30 1QQ,0191 296 1777,,lawyer@hindle-campbell.co.uk, 0191 257 9326,,519273
HEALD SOLICITORS,HO,Ashton HouseMK9 2AH,01908 662277,,info@healdlaw.com, 01908 675667,: http://www.healdlaw.com,313051
HEER MANAK SOLICITORS,HO,434 Foleshill RoadCV6 5JX,024 7666 4000,,info@heermanak.co.uk, 024 7666 4904,: http://www.heermanak.co.uk,266718
HEER MANAK SOLICITORS,BRN,5 Queen Victoria RoadCV1 3JL,02476 66 4000,,solicitor@heermanak.co.uk, 024 7666 4904,: http://www.heermanak.co.uk,444969
HEMPSONS,HO,40 Villiers StreetWC2N 6NJ,020 7839 0278,,london@hempsons.co.uk, 020 7839 8212,: http://www.hempsons.co.uk,51059
HEMPSONS,BRN,Portland TowerM1 3LF,0161 228 0011,,manchester@hempsons.co.uk, 0161 236 6734,: http://www.hempsons.co.uk,51060
HEMPSONS,BRN,The ExchangeHG1 1DY,01423 522 331,,harrogate@hempsons.co.uk, 01423 724 047,: http://www.hempsons.co.uk,200996
HEMPSONS,BRN,West OneNE1 3PA,,,newcastle@hempsons.co.uk,,,522868
HENNESSY & HAMMUDI,HO,44 Queens RoadRG1 4AU,0118 939 3559,,operations@sra.org.uk, 0118 959 6167,,488461
HENRY HYAMS,HO,7 South ParadeLS1 5QE,0113 243 2288,,info@henryhyams.com, 0113 246 0283,: http://www.henryhyams.com,51679
HENRY'S SOLICITORS LIMITED,HO,72-74 Wellington Road SouthSK1 3SU,0161 477 8558,,reception@henryandcosolicitors.co.uk, 0161 474 7667,: http://www.henryandcosolicitors.co.uk,385811
HENRY'S SOLICITORS LIMITED,BRN,10 London Road NorthSK12 1QZ,01625 630880,,reception@henrysolicitors.co.uk, 0161 221 2112,: http://www.henryandcosolicitors.co.uk,385813
HENRY'S SOLICITORS LIMITED,BRN,1 Market StreetSK13 8AL,01457 864143,,operations@sra.org.uk,1614747667,,385814
HENSCOTT LIMITED,HO,413 Chingford RoadE17 5AF,0208 521 9955,,solicitor@henscott.co.uk, 0208 521 9933,: http://www.henscott.co.uk,512235
HERBERT SMITH LLP,HO,Exchange HouseEC2A 2HS,020 7374 8000,,operations@sra.org.uk, 020 7374 0888,: http://www.herbertsmith.com,419682
HEWITTS,HO,207 Newgate StreetDL14 7EL,,,operations@sra.org.uk,,: http://www.hewitts.co.uk,51126
HEXTALLS LIMITED,HO,28 Leman StreetE1 8ER,0207 488 1424,,operations@sra.org.uk, 0207 481 0232,: http://www.hextalls.com,510587
HICKMAN & ROSE,HO,Aylesbury HouseEC1R 0DB,0207 702 5331,,mail@hickmanandrose.co.uk, 020 7253 1367,: http://www.hickmanandrose.co.uk,73698
HIGHCROSS LAW LLP,HO,5 Saint MatthewsLE1 3LJ,0116 262 0001,,enquiries@highcrosslaw.co.uk, 0116 262 1775,: http://www.highcrosslaw.co.uk,499558
HILL DICKINSON LLP,HO,No. 1 St. Paul's SquareL3 9SJ,0151 600 8000,,law@hilldickinson.com, 0151 600 8001,: http://www.hilldickinson.com,424853
HILL DICKINSON LLP,BRN,50 Fountain StreetM2 2AS,0161 817 7200,,law@hilldickinson.com, 0161 278 8801,: http://www.hilldickinson.com,424854
HILL DICKINSON LLP,BRN,Irongate HouseEC3A 7HX,020 7283 9033,,operations@sra.org.uk, 020 7283 1144,,448064
HILL HOFSTETTER LLP,HO,Trigen HouseB90 8AB,0121 210 6000,,operations@sra.org.uk, 0121 210 6499,: http://www.hillhofstetter.com,497607
HILLIERS HRW SOLICITORS LLP,HO,The Old VicarageMK42 8BQ,01234 858000,,operations@sra.org.uk, 01234 840816,: http://www.hillershrw.co.uk,486920
HKK LAW,HO,Boston HouseTW8 9JJ,0207 060 1127,,hkk@hkklaw.com, 020 7060 1128,: http://www.hkklaw.com,403902
HMA SOLICITORS,HO,Unit 5.08E1 1DU,0203 167 4338,,enquiries@hmasolicitors.com, 0203 070 0031,: http://www.hmasolicitors.com,487838
HODGE JONES & ALLEN LLP,HO,180 North Gower StreetNW1 2NB,0207 388 0628,,operations@sra.org.uk, 0207 388 2106,: http://www.hja.net,508518
HOGAN BROWN,HO,1 Union CourtL2 4SJ,0151 243 7500,,enquiries@hoganbrown.co.uk, 0151 243 7501,: http://www.hoganbrown.co.uk,422858
HOLMAN FENWICK WILLAN LLP,HO,Friary CourtEC3N 2AE,+44 (0) 20 7264 8000,,holmans@hfw.com, +44 (0) 20 7264 8888,: http://www.hfw.com,509977
HOLMAN FENWICK WILLAN SINGAPORE LLP,HO,Friary CourtEC3N 2AE,+44 (0) 20 7264 8000,,holmans@hfw.com, +44 (0) 20 7264 8888,: http://www.hfw.com,509757
HORWICH COHEN COGHLAN,HO,Quay HouseM3 3JE,1618304600,,law@hccsolicitors.com,1618304670,: http://www.hccsolicitors.com,71019
HORWICH FARRELLY,HO,Alexander HouseM16 0PG,0161 834 3585,,horwich@horwichfarrelly.co.uk, 0161 834 3630,: http://www.horwichfarrelly.co.uk,61877
HOWARD & BYRNE SOLICITORS,HO,Chestnut Court Business CentreYO10 3EB,01904 431421,,mail@howardandbyrne.co.uk, 01904 411664,: http://www.howardandbyrne.co.uk,329428
HOWARD BERNSTEIN SOLICITORS LIMITED,HO,6 Howard StreetSK13 7DD,01457 863 999,,enquiries@howardbernsteinsolicitors.co.uk, 01457 805 999,,521771
HOWARDS SOLICITORS LIMITED,HO,489 Chester RoadM16 9HF,0161 872 9999,,crime@howardssolicitors.com, 0161 872 9699,: http://www.howardssolicitors.com,466566
HOWELL & CO,HO,1341 Stratford RoadB28 9HW,0121 778 5031,,mail@howell-solicitors.co.uk, 0121 777 3967,: http://www.howell-solicitors.co.uk,51497
HOWELL HYLTON LIMITED,HO,24 Cross StreetTR14 8EX,01209 613 014,,howellhylton@btconnect.com, 01209 613 035,,524772
HOWELLS DIRECT LLP,BRN,Hull CommunityHU1 1YU,01482 317420,,advice@hullclac.co.uk, 01482 221342,,512259
HOWELLS LLP,HO,The Avery BuildingS3 8NL,0114 249 6666,,enquiries@howells-solicitors.com, 0114 249 6718,: http://www.howells-solicitors.com,439254
HOWELLS LLP,BRN,8 Effingham StreetS65 1AJ,01709 364000,,enquiries@howells-solicitors.com, 01709 370170,: http://www.howells-solicitors.com,439257
HOWES PERCIVAL LLP,BRN,1 Bede Island RoadLE2 7EA,0116 247 3500,,law@howespercival.com, 0116 247 3539,: http://www.howespercival.com,447240
HOWES PERCIVAL LLP,BRN,The GuildyardNR3 1DD,01603 762103,,law@howespercival.com, 01603 762104,: http://www.howespercival.com,447242
HSBS LAW LIMITED,HO,50 Farnham RoadSL1 3TA,01753 475 400,,balwant@hsbslaw.com, 01753 691 798,: http://www.hsbslaw.com,494794
HUGGINS & LEWIS FOSKETT,HO,5 The ShrubberiesE18 1BG,020 8989 3000,,law@huggins-law.co.uk, 020 8989 9000,: http://www.huggins-law.co.uk,61515
HUGHES CARLISLE LAW LTD,HO,Manchester InternationalM22 5WB,0845 519 2699,,enquiries@hughescarlisle.com, 0845 519 2688,,517706
HUGHMANS,HO,1st FloorEC4A 4HJ,0207 246 6560,,hughmans@hughmans.co.uk, 0207 236 7897,: http://www.hughmans.co.uk,51601
HULLOCK & CO SOLICITORS,HO,Britannic HouseIP1 1RJ,01473 286 686,,enquiries@hullock-miller.co.uk, 01473 286 668,,421139
I L COX LIMITED,HO,Norwich Union HouseNG1 2LJ,0115 958 7444,,ck@cartwrightking.co.uk, 0115 958 8666,: http://www.cartwrightking.co.uk,520541
ILIFFES BOOTH BENNETT,HO,Capital CourtUB8 1AB,08456 381381,,enquiries@ibblaw.co.uk, 08456 381351,: http://www.ibblaw.co.uk,78310
ILIFFES BOOTH BENNETT,BRN,The BuryHP5 1JE,08456 381381,,ENQUIRIES@IBBLAW.CO.UK, 08456 381391,: http://www.ibblaw.co.uk,78314
IMRAN KHAN & PARTNERS,HO,47 Theobalds RoadWC1X 8SP,020 7404 3004,,info@ikandp.co.uk, 020 7404 3005,: http://www.ikandp.co.uk,208237
INCE & CO,HO,International HouseE1W 1AY,020 7481 0010,,firstname.surname@incelaw.com, 020 7481 4968,: http://www.incelaw.com,51695
INNSTEP (NOMINEES) LIMITED,HO,1 Park RowLS1 5AB,0113 244 5000,,operations@sra.org.uk, 0113 244 8000,: http://www.pinsentmasons.com,203686
IRVINE THANVI NATAS,HO,Unit 2E15 4EA,0208 522 7707,,enquiries@itnsolicitors.com, 020 8522 7708,: http://www.itnsolicitors.com,383444
IRWIN MITCHELL LLP,HO,Riverside EastS3 8DT,0870 1500 100,,enquiries@irwinmitchell.com, 0114 275 827,: http://www.irwinmitchell.com,509694
IRWIN MITCHELL LLP,BRN,Imperial HouseB2 5DB,0870 1500 100,,enquiries@irwinmitchell.com, 0121 212 2265,: http://www.irwinmitchell.com,511872
IRWIN MITCHELL LLP,BRN,2 Wellington PlaceLS1 4BZ,0870 1500 100,,enquiries@irwinmitchell.com, 0113 234 3322,: http://www.irwinmitchell.com,511873
IRWIN MITCHELL LLP,BRN,40 Holborn ViaductEC1N 2PZ,0870 1500 100,,enquiries@irwinmitchell.com, 0207 242 5976,: http://www.irwinmitchell.com,511877
IRWIN MITCHELL LLP,BRN,Gainsborough HouseNE1 6AE,0870 1500 100,,enquiries@irwinmitchell.com, 0191 230 2487,: http://www.irwinmitchell.com,511878
IRWIN MITCHELL LLP,BRN,BauhausM3 4AW,0870 1500 100,,enquiries@irwinmitchell.com, 0161 839 9804,: http://www.irwinmitchell.com,511881
IYAMA SOLICITORS,HO,85-87 Borough High StreetSE1 1NH,020 7357 0709,,info@iyamasolicitors.co.uk, 020 7357 0762,: http://www.iyamasolicitors.co.uk,468729
J B WARBURTON,HO,Collingwood HouseSK10 4HD,01625 820 000,,jb.warburton@btconnect.com, 01625 820 024,,189410
J B WHEATLEY & CO,HO,190-196 Deptford High StreetSE8 3PR,020 8479 8000,,enquiry@jbwheatley.co.uk, 020 8691 2835,,59345
J D SOLICITORS,HO,Malthouse ChambersWV13 2ER,01902 632 123,,Jdsolicitors@yahoo.com, 01902 632 122,,417000
J D SOLICITORS LTD,HO,Malthouse ChambersWV13 2ER,01902 632123,,Jdsolicitors@yahoo.com, 01902 632122,,460487
J D SPICER & CO,HO,140 Kilburn High RoadNW6 4JD,020 7624 7771,,operations@sra.org.uk, 020 7328 9466,: http://www.jdspicer.co.uk,55671
J D SPICER & CO,BRN,Temple Bar HouseEC4Y 1AA,020 7651 0850,,operations@sra.org.uk, 020 7651 0851,,387986
J R JONES,HO,58 Uxbridge RoadW5 2ST,020 8566 2595,,solicitors@jrjones.co.uk, 020 8579 4288,: http://www.jrjones.co.uk,52103
JAMES BENSON & CO,HO,Trident HouseL2 2HF,0151 236 8755,,james.benson@jamesbensonsolicitors.co.uk, 0151 258 1610,,46957
JAMES MURRAY SOLICITORS,HO,41 Merton RoadL20 7AP,0151 933 3333,,info@jamesmurray.law.co.uk, 0151 933 3343,: http://www.murrays4law.com,74277
JAMES MURRAY SOLICITORS,BRN,15 Cazneau StreetL3 3AN,0151 207 9910,,info@jamesmurray.law.co.uk, 0151 207 9908,: http://www.murrays4law.com,421603
JANES,HO,17 Waterloo PlaceSW1Y 4AR,020 7930 5100,,office@janes-solicitors.co.uk, 020 7839 2208,: http://www.janes-solicitors.co.uk,75445
JDS SOLICITORS,HO,12 Church StreetE15 3HX,0208 221 0233,,info@jds.co.uk, 0208 555 9431,,518993
JEARY & LEWIS,HO,46 Market PlaceSN15 3HU,01249 444484,,mparfitt@jeary-lewis.co.uk, 01249 444434,: http://www.jeary-lewis.co.uk,61163
JEFFERIES LLP,HO,Ashley HouseWA14 2DW,0161 908 5100,,law@jefferies-solicitors.com, 0161 908 5122,: http://www.firstpersonalinjury.co.uk,408236
JEFFREY GREEN RUSSELL,HO,Waverley HouseW1F 8GQ,020 7339 7000,,operations@sra.org.uk, 020 7339 7001,: http://www.jgrweb.com,50149
JEH,HO,Fleet HouseEC4V 6AL,+44 (0) 20 7583 8853,,jeh@humelaw.com, +44 (0) 20 7583 8852,,364700
JGT SOLICITORS,HO,Elizabeth HouseBB11 2BQ,01282 426722,,operations@sra.org.uk, 01282 458543,,76507
