Name,Office,Address,Telephone,Email,Fax,WebSite,Id
HOWES PERCIVAL LLP,BRN,The GuildyardNR3 1DD,01603 762103,law@howespercival.com, 01603 762104, http//www.howespercival.com,447242
HOWES PERCIVAL LLP,BRN,SpringfieldsM3 3HF,0616 932 1612,law@howespercival.com,,,522992
HRJ LAW LLP,HO,7-8 Portmill LaneSG5 1AS,01462 628888,hitchin@hrjlaw.co.uk, 01462 631233, http//WWW.HRJLAW.CO.UK,509886
HRO GRANT DAWE LLP,HO,First Floor  Block 6W6 9HA,2073862240,london@hro.com,2030103054, http//www.hro.com,441922
HUGH CARTWRIGHT & AMIN,HO,12 John StreetWC1N 2EB,020 7632 4200,hca@hcasols.com, 020 7831 8171,,66896
HUGHES ENTERPRISE LAW PRACTICE,HO,Trym LodgeBS9 3HQ,0117 959 6424,adh@enterpriselaw.co.uk, 0117 959 6425, http//www.enterpriselaw.co.uk,446190
HUNTON & WILLIAMS,HO,30 St. Mary AxeEC3A 8EP,020 7220 5700,info@hunton.com, 020 7220 5772, http//www.hunton.com,310460
I ANTHONY D MARTIN,HO,Alderley HousePR7 5PY,01257 451383,iadmartin@aol.com, 01257 450130,,284513
IBA SOLICITORS,HO,13 Wellington RoadWF13 1HF,01924 455 000,info@ibasolicitors.com, 01924 455 655, http//www.ibasolicitors.com,439637
IKIE SOLICITORS LLP,HO,153 Lewisham High StreetSE13 6AA,,ikiesolicitors@aol.com,,,450367
ILAW LEGAL SERVICES LIMITED,HO,Hamilton HouseEC4Y 0HA,0207 489 2059,mark.culbert@ilaw.co.uk, 0207 117 4737, http//www.ilaw.co.uk,445533
INESONS,HO,Provincial HouseBD19 3JG,01274 872202,operations@sra.org.uk, 01274 869652,,51699
INNSTEP (NOMINEES) LIMITED,HO,1 Park RowLS1 5AB,0113 244 5000,operations@sra.org.uk, 0113 244 8000, http//www.pinsentmasons.com,203686
INNSTEP (NOMINEES) LIMITED,BRN,CitypointEC2Y 9AH,020 7418 7000,operations@sra.org.uk, 020 7418 7050, http//www.pinsentmasons.com,203690
INNSTEP (NOMINEES) LIMITED,BRN,3 Colmore Circus QueenswayB4 6BH,0121 200 1050,operations@sra.org.uk, 0120 626 1040,,203691
INNSTEP (NOMINEES) LIMITED,BRN,Woodbridge HouseEC1R 0ER,0207 490 4000,operations@sra.org.uk, 020 7490 2545, http//www.pinsentmasons.com,423516
INNSTEP (NOMINEES) LIMITED,BRN,33-35 Queen SquareBS1 4LU,0117 924 5678,operations@sra.org.uk, 0117 924 6699,,423518
IRWIN MITCHELL LLP,BRN,Imperial HouseB2 5DB,0870 1500 100,enquiries@irwinmitchell.com, 0121 212 2265, http//www.irwinmitchell.com,511872
IRWIN MITCHELL LLP,BRN,2 Wellington PlaceLS1 4BZ,0870 1500 100,enquiries@irwinmitchell.com, 0113 234 3322, http//www.irwinmitchell.com,511873
J D LAW LLP,HO,Temple Bar HouseEC4Y 1AA,0207 438 0990,operations@sra.org.uk, 0207 438 0999, http//www.jd-law.co.uk,523028
J F KIRBY,HO,The Old SaddleryWR10 3DN,01386 751760,jfkirby@virtual-it-law.com, 01386 751763,,210939
J P MITCHELL,HO,KBC ExchangeKT2 5AA,0208 547 4141,james@jpmitchell.co.uk, 0208 547 1569, http//www.jpmitchell.co.uk,398377
JAMES LOVE LEGAL LIMITED,HO,One Sceptre HouseHG2 8PB,0845 621 8000,info@jllip.com, 0845 621 8100, http//www.jllip.com,449051
JAMES WARE BAXTER SCHOENFELD LLP,HO,6 Gray's Inn SquareWC1R 5AX,0207 269 9022,joanna.stephenson@jwbsllp.com, 0207 404 7275,,489381
JANE LITHERLAND,BRN,Heatherfield HouseS32 1DA,01433 659990,janelitherland@hathersagehall.fsnet.co.uk, 01433 659995,,304548
JANE SECRETARIAL SERVICES LIMITED,HO,Kinnaird HouseSW1Y 5AU,020 766 5600,operations@sra.org.uk, 0207 766 5675, http//www.ttuk.com,421464
JEFFREY GREEN RUSSELL,HO,Waverley HouseW1F 8GQ,020 7339 7000,operations@sra.org.uk, 020 7339 7001, http//www.jgrweb.com,50149
JENNINGS IP AND MEDIA SOLICITORS,HO,Lodge FarmTN15 0NE,01732 762340,peter.jennings@jenningsipandmedialaw.co.uk, 01732 762055, http//www.jenningsipandmedialaw.co.uk,516687
JK NOMINEES LIMITED,HO,Old Cathedral Vicarage S1 1XA,1142722061,email@keeblehawson.co.uk,1142700813, http//www.kebblehawson.co.uk,404667
JMW SOLICITORS LLP,HO,1 Byrom PlaceM3 3HG,0845 402 0001,enquiries@jmw.co.uk, 0161 828 1827, http//www.jmw.co.uk,508380
JOELSON WILSON LLP,HO,30 Portland PlaceW1B 1LZ,020 7580 5721,info@joelsonwilson.com, 020 7580 2251, http//www.joelsonwilson.com,509649
JOHN BRITTEN LAW LIMITED,HO,c/o ActonsNG1 5BQ,0115 9100 200,john.britten@actons.co.uk, 0115 9101 301, http//www.actons.co.uk,380583
JON ESSON LIMITED,HO,3 GreenwayHP4 3JD,07791 084 352,jon@jonesson.com,,,513756
JONES CLARKE LIMITED,HO,14 Damson WayAL4 9XU,01727 845101,karenjones@jonesclarke.com, 01727 845101, http//www.jonesclarke.com,428821
JONES DAY,HO,21 Tudor StreetEC4Y 0DJ,020 7039 5959,operations@sra.org.uk, 020 7039 5999, http//www.jonesday.com,223597
JORDANS,BRN,The GrainstoreWF1 2SG,01924 387110,operations@sra.org.uk, 01924 387112,,210465
JST LAWYERS,HO,Colonial ChambersL2 5RH,0151 282 2828,info@jstlaw.co.uk, 0151 282 2848, http//www.jstlawyers.co.uk,283813
JUSPROWESS SOLICITORS,HO,162D High StreetTW3 1BQ,0208 814 0208,sjayanthi@jusprowess.com, 0208 814 0187, http//www.jusprowess.com,473349
JW LAW,HO,21 Beacon Hill LaneBH21 3RU,01202 690658,juliawylie@jw-law.co.uk, 0870 005 2069, http//www.jw-law.co.uk,349905
K&L GATES LLP,HO,110 Cannon StreetEC4N 6AR,0207 648 9000,operations@sra.org.uk, 0207 648 9001, http//www.klgates.com,408245
KEEBLE HAWSON,HO,Old Cathedral VicarageS1 1XA,0114 272 2061,email@keeblehawson.co.uk, 0114 270 0813, http//www.keeblehawson.co.uk,281857
KEEBLE HAWSON,BRN,Protection HouseLS1 2BR,0113 244 3121,email@keeblehawson.co.uk, 0113 243 1100, http//www.keeblehawson.co.uk,281860
KEEBLE HAWSON,BRN,5-7 Regent TerraceDN1 2EE,1302366831,email@keeblehawson.co.uk,1302329718, http//www.keblehawson.co.uk,465686
KEMP LITTLE LLP,HO,Cheapside HouseEC2V 6BJ,020 7600 8080,emma.cox@kemplittle.com, 020 7600 7878, http//www.kemplittle.com,346477
KERMAN & CO LLP,HO,200 StrandWC2R 1DJ,2075397272,cag@kermanco.com,2072405780, http//www.kermanco.com,382661
KERSEYS,HO,32 Lloyds AvenueIP1 3HD,01473 213311,info@kerseys-law.co.uk, 01473 214 874, http//www.kerseys-law.co.uk,60227
KESTER CUNNINGHAM JOHN,HO,Fairstead HouseIP24 3PL,01842 752401,enquiries@kcj.co.uk, 01842 753555, http//www.kestercunninghamjohn.co.uk,45826
KESTER CUNNINGHAM JOHN,BRN,Beacon HouseIP32 7AR,01284 761233,enquiries@kcj.co.uk, 01284 702225, http//www.kestercunninghamjohn.co.uk,45829
KESTER CUNNINGHAM JOHN,BRN,Trafalgar HouseNR7 0TA,01603 703 070,enquiries@kcj.co.uk, 01603 703075, http//www.kestercunninghamjohn.co.uk,402109
KESTER CUNNINGHAM JOHN,BRN,Chequers HouseCB5 8EU,01223 363111,enquiries@kcj.co.uk, 01223 323370, http//www.kestercunninghamjohn.co.uk,403301
KEYSTONE LAW LIMITED,HO,Matrix StudiosSW6 3BU,020 7152 6550,enquiries@keystonelaw.co.uk, 0845 4589398, http//www.keystonelaw.co.uk,400999
KHM COMPANY SERVICES LIMITED,HO,Old Cathedral VicarageS1 1XA,01142 722061,email@keeblehawson.co.uk, 0114 2700813, http//www.keeblehawson.co.uk,404665
KHM COMPANY SERVICES LIMITED,BRN,Protection HouseLS1 2BR,0113 2443121,email@keeblehawson.co.uk, 0113 2431100, http//www.keeblehawson.co.uk,404685
KHM SECRETARIAL SERVICES LIMITED,HO,Old Cathedral VicarageS1 1XA,0114 272 2061,operations@sra.org.uk, 0114 2700813, http//www.keeblehawson.co.uk,404666
KHM SECRETARIAL SERVICES LIMITED,BRN,Protection HouseLS1 2BR,0113 2443121,email@keeblehawson.co.uk, 0113 2431100, http//www.keeblehawson.co.uk,404688
KIDD RAPINET,HO,33 Queen StreetSL6 1NB,01628 621 301,jlett@kiddrapinet.co.uk, 01628 783 150, http//www.kiddrapinet.co.uk,61779
KIDD RAPINET,BRN,20 Cross StreetRG1 1SN,01189 594116,operations@sra.org.uk, 01189 508283, http//www.kiddrapinet.co.uk,61783
KIDD RAPINET,BRN,Parliament HouseSL1 2BW,01753 532541,pastles@kiddrapinet.co.uk, 01753 820501, http//www.kiddrapinet.co.uk,61784
KIDD RAPINET,BRN,14-15 Craven StreetWC2N 5AD,020 7925 0303,operations@sra.org.uk, 020 7925 0334, http//www.kiddrapinet.co.uk,61785
KIDD RAPINET,BRN,Western HouseHP20 2RX,01296 432541,operations@sra.org.uk, 01296 432303, http//www.kiddrapinet.co.uk,61786
KIDD RAPINET,BRN,Thame HouseHP13 6RZ,01494 535321,operations@sra.org.uk, 01494 461291, http//www.kiddrapinet.co.uk,287168
KIDD RAPINET,BRN,17 South StreetGU9 7QU,01252 713242,operations@sra.org.uk, 01252 737506, http//www.kiddrapinet.co.uk,309010
KING PARTNERS SOLICITORS,HO,208 QueenswayMK2 2ST,01908 643 122,enquiry@kingpartnerssolicitors.com, 01908 367775, http//www.kingpartnerssolicitors.com,421843
KING PARTNERS SOLICITORS,BRN,Ockway HouseN16 5SR,0208 802 9592,enquiry@kingpartnerssolicitors.com, 0208 080 1511, http//www.kingpartnerssolicitors.com,517480
KING PRIOR MACDONALD BRIDGE,HO,1 Lord StreetDA12 1AW,01474 325678,reception@kingprior.co.uk, 01474 569482, http//www.kingprior.co.uk,54183
KING PRIOR MACDONALD BRIDGE,BRN,Forge HouseME3 9RD,01634 272720,mclaw@f2s.com, 01634 272721, http//www.kingprior.biz,463747
KINGSLEY NAPLEY LLP,HO,Knights QuarterEC1M 4AJ,0207 814 1200,info@kingsleynapley.co.uk, 0207 490 2288, http//www.kingsleynapley.co.uk,500046
KIPPAX BEAUMONT LEWIS,HO,28 Mawdsley StreetBL1 1LF,01204 527777,Enquiries@KBL.co.uk, 01204 388940, http//www.kbl.co.uk,61404
KIRKLAND & ELLIS INTERNATIONAL LLP,HO,30 St. Mary AxeEC3A 8AF,020 7469 2000,operations@sra.org.uk, 020 7469 2001, http//www.kirkland.com,349107
KIRWANS,HO,363 Woodchurch RoadCH42 8PE,0151 608 9078,dsk@kirwanssolicitors.co.uk, 0151 609 0030, http//www.kirwanssolicitors.co.uk,71723
KIRWANS,BRN,236-238 Hoylake RoadCH46 6AD,0151 677 3433,dsk@kirwanssolicitors.co.uk, 0151 641 8509, http//www.kirwanssolicitors.co.uk,387278
KIRWANS,BRN,6th FloorL2 3SX,0151 229 5600,info@kirwanssolicitors.co.uk, 0151 229 5601, http//www.kirwanssolicitors.co.uk,443232
KITELEYS SOLICITORS LIMITED,HO,7 St. Stephens CourtBH2 6LA,01202 299992,office@kiteleys.co.uk, 01202 297329, http//www.kiteleys.co.uk,401309
KJD,HO,Churchill HouseST1 3RQ,01782 202020,paul.owen@kjd.co.uk, 01782 202040, http//www.kjd.co.uk,54064
KNIGHTS SOLICITORS LLP,HO,The BramptonST5 0QW,01782 619225,susan.carnwell@knightsllp.co.uk, 01782 712522, http//www.knightsllp.co.uk,484838
KNIPE MILLER & CO SOLICITORS LLP,HO,Dembleby HousePE11 1ES,01775 768774,r.knipe@knipemiller.com, 01775 725842, http//www.knipemiller.com,508257
KRIS SEN SOLICITORS,HO,62 Pendle RoadSW16 6RU,020 8769 7125,kris.sen@kssolicitors.com, 020 8769 7125,,384722
KSRI SOLICITORS,HO,5 Ruddock CloseHA8 0SQ,020 8357 6871,tvk64@yahoo.co.uk, 020 8357 6871,,489808
KSRI SOLICITORS,BRN,4 Imperial PlaceWD6 1JN,0208 2133073,Ksri.info@srilegalservices.com, 0208 2133001,,524470
KUIT STEINART LEVY LLP,HO,3 St. Marys ParsonageM3 2RD,0161 832 3434,marketingteam@kuits.com, 0161 832 6650, http//www.kuits.com,487060
LACEYS,HO,5 Poole RoadBH2 5QL,01202 557256,laceys.b@virgin.net, 01202 551925, http//www.Laceyssolicitors.co.uk,53522
LACEYS,BRN,257 Ashley RoadBH14 9DY,01202 743286,laceys.p@virgin.net, 01202 723156, http//www.laceyssolicitors.co.uk,53524
LACEYS,BRN,Unit 38  Basepoint EnterpriseSO14 5FE,01202 755900,operations@sra.org.uk, 01202 755901,,423570
LAMB BROOKS,HO,Victoria HouseRG21 7EQ,01256 844888,operations@sra.org.uk, 01256 330933, http//www.lambbrooks.com,73569
LANGLEYS,BRN,Queens HouseYO1 6WG,01904 610886,operations@sra.org.uk, 01904 611086, http//www.langleys.co.uk,53611
LANYON BOWDLER,HO,49 Church StreetTF1 1DA,01952 244721,info@lblaw.co.uk, 01952 222418, http//www.lblaw.co.uk,68887
LANYON BOWDLER,BRN,Chapter House NorthSY2 5DE,01743 280280,info@lblaw.co.uk, 01743 282340, http//www.lblaw.co.uk,68888
LANYON BOWDLER,BRN,Brodie HouseTF3 4DR,01952 291222,info@lblaw.co.uk, 01952 292585, http//www.lblaw.co.uk,68891
LANYON BOWDLER INCORPORATING MORGANS,BRN,12 The Business QuarterSY8 1FD,01584 872333,info@lblaw.co.uk, 01584 876459, http//www.lblaw.co.uk,466878
LAST CAWTHRA FEATHER LLP,BRN,24c Josephs WellLS3 1AB,01274 390 644,enquiries@lcf.co.uk,, http//www.lcf.co.uk,490998
LATHAM & WATKINS (LONDON) LLP,HO,99 BishopsgateEC2M 3XF,020 7710 1000,operations@sra.org.uk, 020 7374 4460, http//www.lw.com,203820
LATIMER HINKS SOLICITORS (DARLINGTON) LLP,HO,5-8 PriestgateDL1 1NL,01325 341500,lh@latimerhinks.co.uk, 01325 381072, http//www.latimerhinks.co.uk,499952
LAURENCE BOND SOLICITORS,BRN,Francis HouseCB2 1PH,07810 526 343,lbbond@traskbritt.com, 0122 365 4406,,372122
LAURENCE KAYE SOLICITOR,HO,Wisley HouseWD7 8DD,01923 352 117,laurie@laurencekaye.com, 08701 306 688, http//www.laurencekaye.com,364720
LAURENCE ROSS & ASSOCIATES,HO,34 Watling StreetWD7 7NN,01923 85 0099,legal@rosslaw.co.uk, 01923 85 0585, http//www.rosslaw.co.uk,284516
LAWBRIDGE SOLICITORS LIMITED,HO,Unit 31aCT19 4RH,01303 298392,mpope@lawbridgesolicitors.com, 01303 760730, http//www.lawbridgesolicitors.com,486867
LAWDIT SOLICITORS LIMITED,HO,1 Brunswick PlaceSO15 2AN,+44 (0)23 8023 5979,info@lawdit.co.uk, +44 (0)23 8063 2849, http//www.lawdit.co.uk,382025
LAWDIT SOLICITORS LIMITED,BRN,Innovation CentrePO30 5WB,01983 550536,info@lawdit.co.uk, 02380 632849, http//WWW.LAWDIT.CO.UK,426432
LAWGRAM DIRECTORS LIMITED,HO,4 More London RiversideSE1 2AU,020 7379 0000,info@lg-legal.com, 020 7379 6854, http//www.lg-legal.com,292095
LAWGRAM DIRECTORS LIMITED,BRN,61 St. Mary AxeEC3A 8JN,,operations@sra.org.uk,,,292097
LAWGRAM SECRETARIES LIMITED,HO,4 More London RiversideSE1 2AU,020 7379 0000,info@lg-legal.com, 020 7379 6854, http//www.lg-legal.com,79753
LAWGRAM SECRETARIES LIMITED,BRN,61 St. Mary AxeEC3A 8JN,020 7379 0000,operations@sra.org.uk, 020 7480 5156,,79754
LAWGRAM TRUSTEE AND NOMINEE COMPANY,HO,4 More London RiversideSE1 2AU,020 7379 0000,info@lg-legal.com, 020 7379 6854, http//www.lg-legal.com,79763
LAWMATIX LLP,HO,43 Drummond WaySK10 4XJ,01625 828877,lucy.inger@lawmatix.com, 01625 827016, http//www.lawmatix.com,450045
LAWMATIX LLP,BRN,20 Carlisle CloseM45 6TH,0161 773 8000,amanda.kearsley@lawmatix.com,, http//www.lawmatix.com,450046
LAWRENCE GRAHAM LLP,HO,4 More London RiversideSE1 2AU,020 7379 0000,info@lg-legal.com, 020 7379 6854, http//www.lg-legal.com,403621
LAWRENCE GRAHAM TRUST CORPORATION,HO,4 More London RiversideSE1 2AU,020 7379 0000,info@lg-legal.com, 020 7379 6854, http//www.lg-legal.com,79755
LAWRENCE STEPHENS,HO,Morley HouseEC1A 2AT,0207 935 1211,sbernstein@lawstep.co.uk, 0207 935 1213, http//www.lawrencestephens.com,222844
LAWYERS 4  I.T,HO,12 Ransome RoadCV7 8GZ,07747 806651,lawyers4it@btconnect.com, 0207 900 6420, http//www.lawyers4it.com,326426
LAWYERS FOR BUSINESS LTD,HO,75 Harborne RoadB15 3DH,0844 967 2020,dfeenan@lawyersforbusiness.co.uk, 0844 880 1381, http//www.lawyersforbusiness.co.uk,486945
LAYTONS,HO,50 Victoria EmbankmentEC4Y 0LS,020 7842 8000,laytons@laytons.com, 020 7842 8080, http//www.laytons.com,76357
LAYTONS,BRN,Tempus CourtGU1 4SS,01483 407000,guildford@laytons.com, 01483 407070, http//www.laytons.com,76359
LAYTONS,BRN,22 St. John StreetM3 4EB,0161 214 1600,manchester@laytons.com, 0161 214 1661, http//www.laytons.com,76360
LEADER VAN BOSCH SOLICITORS,HO,10 Bank StreetTN23 1BX,01233 622321,anthonie@leadervanboschsolicitors.co.uk, 01233 622335, http//www.leadervanboschsolicitors.co.uk,472866
LEATHES PRIOR,HO,74 The CloseNR1 4DR,01603 610911,info@leathesprior.co.uk, 01603 610088, http//www.leathesprior.co.uk,53782
LECOTE SOLICITORS,HO,29 Bishops RoadB73 6HX,07870 164686,andrewsparrow@lecote.com,, http//www.lecote.com,366540
LEE & PEMBERTONS LIMITED,HO,Kinnaird HouseSW1Y 5AU,020 7824 9111,law@leepem.co.uk, 020 7824 8804, http//www.leepem.co.uk,421458
LEE & PRIESTLEY LLP,HO,10-12 East ParadeLS1 2AJ,0845 129 2300,info@leepriestley.com, 0845 129 2301, http//www.leepriestley.com,459757
LEGAL HOBBIT,HO,New Broad Street HouseEC2M 1NH,02071 948 400,katherine@legalhobbit.com, 0870 0516406, http//www.legalhobbit.com,449976
LEON KAYE SOLICITORS,HO,12 Ivory HouseSW11 3TN,0207 228 2020,info@leonkaye.co.uk, 020 7738 1996, http//www.leonkaye.co.uk,310168
LEONARD LOWY & CO,HO,85-87 Bayham StreetNW1 0AG,0207 788 4333,lowy@leonardlowy.co.uk, 0870 880 9435, http//www.leonardlowy.co.uk,300385
LESTER ALDRIDGE LLP,HO,Russell HouseBH8 8EX,01202 786161,info@LA-law.com, 01202 786110, http//www.lesteraldridge.com,463177
LESTER ALDRIDGE LLP,BRN,Kildare HouseEC4Y 8EN,0870 224 0405,info@LA-law.com, 020 7400 9890, http//www.lesteraldridge.com,463178
LESTER ALDRIDGE LLP,BRN,Alleyn HouseSO15 2EU,023 8082 7400,info@LA-law.com, 023 8082 7410, http//www.lesteraldridge.com,463179
LESTER ALDRIDGE LLP,BRN,Fast Track HouseBH23 6EW,01202 597700,info@LA-law.com, 01202 597747, http//www.lesteraldridge.com,463181
LESTER ALDRIDGE TRUST COMPANY,HO,Russell HouseBH8 8EX,01202 786161,info@la-law.com, 01202 786110, http//www.lesteraldridge.com,272414
LEVI SOLICITORS LLP,HO,33 St. Pauls StreetLS1 2JJ,0113 244 9931,info@levisolicitors.co.uk, 0113 297 1872, http//www.levisolicitors.co.uk,440411
LEWIS FRANCIS BLACKBURN BRAY,HO,14-16 Paradise SquareS1 2DE,0114 272 9721,contact@lewisfrancisblackburn.co.uk, 0114 275 4347, http//www.lewisfrancisblackburn.co.uk,440680
LEWIS SILKIN LLP,HO,5 Chancery LaneEC4A 1BL,0207 074 8000,ian.jeffrey@lewissilkin.com, 020 7864 1200, http//www.lewissilkin.com,439493
LEWIS SILKIN LLP,BRN,King Charles HouseOX1 1JD,01865 263070,info@lewissilkin.com, 01865 724224, http//www.lewissilkin.com,439514
LGML TRUSTEE AND NOMINEE COMPANY,HO,4 More London RiversideSE1 2AU,020 7379 0000,info@lg-legal.com, 020 7379 6854, http//www.lg-legal.com,79761
LINDER MYERS LLP,HO,Phoenix HouseM2 4JF,0161 832 6972,law@lindermyers.co.uk, 0161 834 0718, http//www.lindermyers.co.uk,493392
LINDER MYERS LLP,BRN,212a Finney LaneSK8 3QA,0161 437 8222,operations@sra.org.uk, 0161 499 0656, http//www.lindermyers.co.uk,493394
LINDER MYERS LLP,BRN,Irelands MansionSY1 1SQ,01743 231491,operations@sra.org.uk, 01743 242275,,495507
LINDER MYERS LLP,BRN,4 Claremont BankSY1 1RS,,operations@sra.org.uk,,,522160
LINDER MYERS LLP INCORPORATING ROSTRONS,BRN,21 Park StreetFY8 5LU,01253 733101,operations@sra.org.uk, 01253 733114,,515416
LINKLATERS LLP,HO,One Silk StreetEC2Y 8HQ,020 7456 2000,operations@sra.org.uk, 020 7456 2222, http//www.linklaters.com,460682
LINNELLS NOMINEES LIMITED,HO,Seacourt TowerOX2 0FB,01865 248 607,operations@sra.org.uk, 01865 244 983,,520132
LINNELLS SECRETARIAL SERVICES LIMITED,HO,Seacourt TowerOX2 0FB,01865 248 607,operations@sra.org.uk, 01865 244 983,,520133
LLOYDLAW LLP,HO,35 Idmiston RoadSE27 9HL,020 7403 5050,info@lloydlaw.co.uk, 020 7403 5057, http//www.lloydlaw.co.uk,424930
LODDERS SOLICITORS LLP,HO,10 Elm CourtCV37 6PA,01789 293259,lawyers@lodders.co.uk, 01789 268093, http//www.lodders.co.uk,465376
LOGOS LEGAL SERVICES LIMITED,HO,42 New Broad StreetEC2M 1JD,0207 9203020,Gudmundur@logos.is, 0207 9203099, http//www.logoslegalservices.com,461821
LORRELLS GEORGIOU NICHOLAS LLP,HO,25 Ely PlaceEC1N 6TD,020 7681 8888,operations@sra.org.uk, 020 7539 4599, http//www.lorrells.com,490558
LOUDOUNS,HO,15 Old BaileyEC4M 7EF,020 3178 4136,wlc@loudouns.com, 020 3178 4137, http//www.loudouns.com,462781
LOVELLS LLP,HO,Atlantic HouseEC1A 2FG,020 7296 2000,operations@sra.org.uk, 020 7296 2001, http//www.lovells.com,449616
LUMSDONS SOLICITORS LLP,HO,17 New StreetDY13 8UP,01299 827766,operations@sra.org.uk, 01299 827 251, http//www.lumsdongrindley.com,521827
LUPTON FAWCETT LLP,HO,Yorkshire HouseLS1 5BD,0113 280 2000,law@luptonfawcett.com, 0113 280 2193,,438945
LUPTON FAWCETT LLP,BRN,35 Townhead StreetS1 2EB,0114 276 6607,ian@luptonfawcett.com, 0114 276 6608, http//www.luptonfawcett.com,519129
LUPTON FAWCETT NOMINEES LTD,HO,Yorkshire HouseLS1 5BD,0113 280 2000,law@luptonfawcett.com, 0113 280 2193, http//www.luptonfawcett.com,78496
LYONS DAVIDSON,HO,Victoria HouseBS1 6AD,0117 904 6000,info@lyonsdavidson.co.uk, 0117 904 6006, http//www.lyonsdavidson.co.uk,53509
LYONS DAVIDSON,BRN,1 Endeavour HousePL6 8LR,01752 300530,info@lyonsdavidson.co.uk, 01752 214100, http//www.lyonsdavidson.co.uk,53511
LYONS DAVIDSON,BRN,Jago HouseB91 3DX,0121 683 8310,info@lyonsdavidson.co.uk, 0121 683 8311, http//www.lyonsdavidson.co.uk,265068
LYONS DAVIDSON,BRN,Park HouseKT3 4LP,020 8336 6900,info@lyonsdavidson.co.uk, 020 8949 4383, http//www.lyonsdavidson.co.uk,364391
LYONS DAVIDSON,BRN,St. Martins HouseLS1 2DZ,0113 368 6161,info@lyonsdavidson.co.uk, 0113 368 6150, http//www.lyonsdavidson.co.uk,408644
LYONS DAVIDSON,BRN,Bristol HouseBS1 6BY,0117 904 6000,info@lyonsdavison.co.uk, 0117 904 6006,,419984
LYONS DAVIDSON,BRN,Prospect HouseCT5 3FD,01227 284 050,info@lyonsdavidson.co.uk, 01227 284070, http//www.lyonsdavidson.co.uk,443733
LYONS DAVIDSON,BRN,Canningford HouseBS1 6BY,,operations@sra.org.uk,,,523989
M LAW LLP,HO,3 Charlotte MewsW1T 4DZ,0207 927 6240,info@mlaw.co.uk, 0207 168 8458, http//www.mlaw.co.uk,523200
MACE & JONES,HO,Drury HouseL2 0RP,0151 236 8989,law@maceandjones.co.uk, 0151 227 5010, http//www.maceandjones.co.uk,200014
MACE & JONES,BRN,Pall Mall CourtM2 4PD,0161 214 0500,law@maceandjones.co.uk, 0161 832 8610, http//www.maceandjones.co.uk,200016
MACE & JONES,BRN,98 King StreetWA16 6EP,01565 634234,law@maceandjones.co.uk, 01565 652711, http//www.maceandjones.co.uk,200023
MACFARLANES LLP,HO,20 Cursitor StreetEC4A 1LT,0207 831 9222,operations@sra.org.uk, 0207 831 9607, http//WWW.MACFARLANES.COM,486980
MACHINS,HO,Victoria StreetLU1 2BS,01582 514000,postmaster@machins.co.uk, 01582 535 000, http//www.machins.co.uk,58320
MACINTYRE CLARK LLP,HO,17a-19 Harcourt StreetW1H 4HF,,operations@sra.org.uk,,,517894
MACKRELL TURNER GARRETT,HO,Inigo PlaceWC2E 9EY,0207 240 0521,partners@mackrell.com, 0207 240 9457, http//www.mackrell.com,63687
MACLAY MURRAY & SPENS LLP,BRN,1 London WallEC2Y 5AB,0207 002 8500,operations@sra.org.uk, 0207 002 8501,,442990
MACRAE & CO LLP,HO,59 Lafone StreetSE1 2LX,0207 378 7716,office@macraeco.com, 0207 407 4318,,485146
MACS LAW,HO,4th FloorW6 7DL,020 8600 4211,info@macs-law.com,, http//www.macs-law.com,417200
MAGWELLS,HO,Unit 6 Angel GateEC1V 2PB,020 7833 2244,law@magwells.co.uk, 020 7833 8078,,58404
MAITLAND WALKER,HO,22 The ParksTA24 8BT,01643 707777,office@maitlandwalker.com, 01643 700020, http//www.maitlandwalker.com,207598
MAITLAND WALKER,BRN,19 Imperial SquareGL50 1QZ,01242 285855,office@maitlandwalker.com, 01242 285856, http//www.maitlandwalker.com,404336
MANCHES LLP,HO,Aldwych HouseWC2B 4RP,020 7404 4433,manches@manches.com, 020 7430 1133, http//www.manches.com,399126
MANCHES LLP,BRN,Oxford Business ParkOX4 2HN,01865 722106,operations@sra.org.uk, 01865 201012, http//www.manches.com,399128
MANDY KELLY LIMITED,HO,c/o ActonsNG1 5BQ,0115 9100 200,mandy.kelly@actons.co.uk,, http//www.actons.co.uk,380620
MARGARET OLUSEGUN,HO,3 The ViewSE2 0DX,01322 431807,margaret@msegun.com,  08717 148053, http//www.msegun.com,461551
MARJO NOMINEES LIMITED,HO,1 Colmore SquareB4 6AA,0870 763 2000,lawers@martineau-uk.com, 0870 763 2001, http//www.martineau-uk.com,77351
MARK ROBINSON TRANSACTIONAL INTELLECTUAL PROPERTY SERVICES,HO,17 Bradley GardensW13 8HE,07881 951 308,mark.robinson@mrtips.co.uk,, http//www.mrtips.co.uk,440939
MARKS & CLERK SOLICITORS LLP,HO,90 Long AcreWC2E 9RA,020 7420 0250,solicitors@marks-clerk.com, 020 7420 0255, http//www.marks-clerk.com,508580
MARKS & CLERK SOLICITORS LLP,BRN,66-68 Hills RoadCB2 1LA,01223 345539,solicitors@marks-clerk.com,,,509971
MARRIOTT HARRISON,HO,Staple CourtWC1V 7QH,0207 209 2000,email@marriottharrison.co.uk, 0207 209 2001, http//www.marriottharrison.com,61100
